state_ut,district,year,murder,rape,kidnapping_abduction,dacoity,robbery,arson,hurt,protection_of_civil_rights_pcr_act,prevention_of_atrocities_poa_act,other_crimes_against_sts
Andhra Pradesh,ADILABAD,2013,0,7,0,0,0,0,2,0,6,25
Andhra Pradesh,ANANTAPUR,2013,0,0,0,0,0,0,3,0,1,9
Andhra Pradesh,CHITTOOR,2013,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,CUDDAPAH,2013,0,1,0,0,0,0,17,0,2,10
Andhra Pradesh,CYBERABAD,2013,1,2,0,0,0,0,1,0,19,18
Andhra Pradesh,EAST GODAVARI,2013,0,3,0,0,0,0,0,0,3,15
Andhra Pradesh,GUNTAKAL RLY.,2013,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,GUNTUR,2013,1,0,0,0,0,0,3,0,2,40
Andhra Pradesh,GUNTUR URBAN,2013,0,0,0,0,0,1,3,0,0,10
Andhra Pradesh,HYDERABAD CITY,2013,0,0,0,0,0,0,0,0,6,0
Andhra Pradesh,KARIMNAGAR,2013,0,2,0,0,0,0,2,0,7,30
Andhra Pradesh,KHAMMAM,2013,0,5,0,0,0,0,6,0,6,27
Andhra Pradesh,KRISHNA,2013,1,0,0,0,0,0,1,0,2,10
Andhra Pradesh,KURNOOL,2013,0,0,0,0,0,0,1,0,0,1
Andhra Pradesh,MAHABOOBNAGAR,2013,3,1,0,0,0,0,10,0,6,41
Andhra Pradesh,MEDAK,2013,0,3,0,0,0,0,1,0,3,10
Andhra Pradesh,NALGONDA,2013,1,4,0,0,0,0,4,0,7,32
Andhra Pradesh,NELLORE,2013,1,2,0,0,0,0,11,0,15,29
Andhra Pradesh,NIZAMABAD,2013,1,4,0,0,0,0,1,0,3,12
Andhra Pradesh,PRAKASHAM,2013,0,0,0,0,0,0,1,0,2,1
Andhra Pradesh,RAJAHMUNDRY,2013,0,0,0,0,0,0,0,0,1,0
Andhra Pradesh,RANGA REDDY,2013,0,0,0,0,0,0,1,0,2,12
Andhra Pradesh,SECUNDERABAD RLY.,2013,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,SRIKAKULAM,2013,0,0,0,0,0,0,0,0,4,5
Andhra Pradesh,TIRUPATHI URBAN,2013,0,0,0,0,0,0,4,0,4,2
Andhra Pradesh,VIJAYAWADA CITY,2013,0,0,1,0,0,0,1,0,1,4
Andhra Pradesh,VIJAYAWADA RLY.,2013,0,0,0,0,0,0,0,0,0,0
Andhra Pradesh,VISAKHA RURAL,2013,0,0,0,0,0,0,2,0,4,6
Andhra Pradesh,VISAKHAPATNAM,2013,0,0,0,0,0,0,1,0,1,0
Andhra Pradesh,VIZIANAGARAM,2013,0,0,0,0,0,0,0,0,6,6
Andhra Pradesh,WARANGAL,2013,0,2,0,0,0,0,4,0,6,27
Andhra Pradesh,WARANGAL URBAN,2013,0,1,0,0,0,0,1,0,6,7
Andhra Pradesh,WEST GODAVARI,2013,0,0,1,0,0,0,1,0,1,26
Andhra Pradesh,ZZ TOTAL,2013,9,37,2,0,0,1,82,0,126,415
Arunachal Pradesh,ANJAW,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,CHANGLANG,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,DIBANG VALLEY,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,K/KUMEY,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,KAMENG EAST,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,KAMENG WEST,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,LOHIT,2013,0,1,0,0,0,0,0,0,0,0
Arunachal Pradesh,LONGDING,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,PAPUM PARE,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,RURAL,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,SIANG EAST,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,SIANG UPPER,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,SIANG WEST,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,SUBANSIRI LOWER,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,SUBANSIRI UPPER,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,TAWANG,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,TIRAP,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,UPPER DIBANG VALLEY,2013,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,ZZ TOTAL,2013,0,1,0,0,0,0,0,0,0,0
Assam,BAKSA,2013,0,0,0,0,0,0,0,0,0,0
Assam,BARPETA,2013,0,0,0,0,0,0,0,0,0,0
Assam,BIEO,2013,0,0,0,0,0,0,0,0,0,0
Assam,BONGAIGAON,2013,0,0,0,0,0,0,0,0,0,0
Assam,C.I.D.,2013,0,0,0,0,0,0,0,0,0,0
Assam,CACHAR,2013,0,0,0,0,0,0,0,0,0,0
Assam,CHIRANG,2013,0,0,0,0,0,0,0,0,0,0
Assam,DARRANG,2013,0,0,0,0,0,0,0,0,0,0
Assam,DHEMAJI,2013,0,0,0,0,0,0,0,0,0,0
Assam,DHUBRI,2013,0,0,0,0,0,0,0,0,0,0
Assam,DIBRUGARH,2013,0,0,0,0,0,0,0,0,0,0
Assam,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
Assam,GOALPARA,2013,0,0,0,0,0,0,0,0,0,0
Assam,GOLAGHAT,2013,0,0,0,0,0,0,0,0,0,0
Assam,GUWAHATI CITY,2013,0,0,0,0,0,0,0,0,0,0
Assam,HAILAKANDI,2013,0,0,0,0,0,0,0,0,0,0
Assam,HAMREN,2013,0,0,0,0,0,0,0,0,0,0
Assam,JORHAT,2013,0,0,0,0,0,0,0,0,0,0
Assam,KAMRUP,2013,0,0,0,0,0,0,0,0,0,0
Assam,KARBI ANGLONG,2013,0,0,0,0,0,0,0,0,0,0
Assam,KARIMGANJ,2013,0,0,0,0,0,0,0,0,0,0
Assam,KOKRAJHAR,2013,0,0,0,0,0,0,0,0,0,0
Assam,LAKHIMPUR,2013,0,0,0,0,0,0,0,0,0,0
Assam,MORIGAON,2013,0,0,0,0,0,0,0,0,0,0
Assam,N.C.HILLS,2013,0,0,0,0,0,0,0,0,0,0
Assam,NAGAON,2013,0,0,0,0,0,0,0,0,0,0
Assam,NALBARI,2013,0,0,0,0,0,0,0,0,0,0
Assam,R.P.O.,2013,0,0,0,0,0,0,0,0,0,0
Assam,SIBSAGAR,2013,0,0,0,0,0,0,0,0,0,0
Assam,SONITPUR,2013,0,0,0,0,0,0,0,0,0,0
Assam,STF,2013,0,0,0,0,0,0,0,0,0,0
Assam,TINSUKIA,2013,0,0,0,0,0,0,0,0,0,0
Assam,UDALGURI,2013,0,0,0,0,0,0,0,0,0,0
Assam,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Bihar,ARARIA,2013,0,0,0,0,0,0,0,0,4,0
Bihar,ARWAL,2013,0,0,0,0,0,0,0,0,0,0
Bihar,AURANGABAD,2013,0,0,0,0,0,0,0,0,0,0
Bihar,BAGAHA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,BANKA,2013,0,0,0,0,0,0,0,0,1,0
Bihar,BEGUSARAI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,BETTIAH,2013,0,0,0,0,0,0,0,0,0,0
Bihar,BHABHUA,2013,0,0,0,0,0,0,4,0,6,0
Bihar,BHAGALPUR,2013,0,0,0,0,0,0,1,0,1,0
Bihar,BHOJPUR,2013,0,0,0,0,0,0,0,0,0,0
Bihar,BUXAR,2013,0,0,0,0,0,0,0,0,0,0
Bihar,DARBHANGA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,GAYA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,GOPALGANJ,2013,0,0,0,0,0,0,0,0,4,0
Bihar,JAMALPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0
Bihar,JAMUI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,JEHANABAD,2013,0,0,0,0,0,0,0,0,0,0
Bihar,KATIHAR,2013,0,0,0,0,0,0,0,0,13,0
Bihar,KATIHAR RLY.,2013,0,0,0,0,0,0,0,0,0,0
Bihar,KHAGARIA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,KISHANGANJ,2013,0,0,0,0,0,0,0,0,18,0
Bihar,LAKHISARAI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,MADHEPURA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,MADHUBANI,2013,0,0,1,0,0,0,0,0,0,0
Bihar,MOTIHARI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,MUNGER,2013,0,0,0,0,0,0,0,0,0,0
Bihar,MUZAFFARPUR,2013,0,0,0,0,0,0,0,0,0,0
Bihar,MUZAFFARPUR RLY.,2013,0,0,0,0,0,0,0,0,0,0
Bihar,NALANDA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,NAUGACHIA,2013,2,0,0,0,0,0,0,0,0,0
Bihar,NAWADAH,2013,0,0,0,0,0,0,0,0,0,0
Bihar,PATNA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,PATNA RLY.,2013,0,0,0,0,0,0,0,0,0,0
Bihar,PURNEA,2013,0,0,0,0,0,0,10,0,10,0
Bihar,ROHTAS,2013,0,0,0,0,0,0,0,0,9,0
Bihar,SAHARSA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,SAMASTIPUR,2013,0,0,0,0,0,0,0,0,0,0
Bihar,SARAN,2013,0,0,0,0,0,0,0,0,0,0
Bihar,SHEIKHPURA,2013,0,0,0,0,0,0,0,0,0,0
Bihar,SHEOHAR,2013,0,0,0,0,0,0,0,0,0,5
Bihar,SITAMARHI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,SIWAN,2013,0,0,0,0,0,0,0,0,2,0
Bihar,SUPAUL,2013,0,0,0,0,0,0,0,0,0,0
Bihar,VAISHALI,2013,0,0,0,0,0,0,0,0,0,0
Bihar,ZZ TOTAL,2013,2,0,1,0,0,0,15,0,68,5
Chhattisgarh,BALOD,2013,1,0,0,0,0,0,0,0,0,1
Chhattisgarh,BALODA BAZAR,2013,0,1,0,0,0,0,7,0,0,8
Chhattisgarh,BALRAMPUR,2013,0,8,1,0,0,0,3,0,0,10
Chhattisgarh,BEMETARA,2013,0,2,0,0,0,0,0,0,0,0
Chhattisgarh,BILASPUR,2013,0,6,0,0,0,0,5,0,0,13
Chhattisgarh,BIZAPUR,2013,0,1,0,0,0,0,0,0,0,1
Chhattisgarh,DANTEWARA,2013,0,2,0,0,0,0,1,0,0,1
Chhattisgarh,DHAMTARI,2013,0,5,0,0,0,0,1,0,0,1
Chhattisgarh,DURG,2013,0,1,0,0,0,0,0,0,0,4
Chhattisgarh,GARIYABAND,2013,0,3,0,0,0,0,1,0,0,7
Chhattisgarh,GRP RAIPUR,2013,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,JAGDALPUR,2013,0,7,1,0,0,0,0,0,0,3
Chhattisgarh,JANJGIR,2013,0,1,0,0,0,0,12,0,0,9
Chhattisgarh,JASHPUR,2013,2,17,1,0,0,0,6,0,0,12
Chhattisgarh,KABIRDHAM,2013,1,1,0,0,0,0,1,0,0,2
Chhattisgarh,KANKER,2013,0,7,0,0,0,0,0,0,0,5
Chhattisgarh,KONDAGAON,2013,0,0,0,0,0,0,0,0,0,2
Chhattisgarh,KORBA,2013,0,7,1,0,0,0,6,0,0,0
Chhattisgarh,KORIYA,2013,1,7,0,0,0,0,6,0,0,14
Chhattisgarh,MAHASAMUND,2013,0,1,0,0,0,0,0,0,0,2
Chhattisgarh,MUNGELI,2013,0,0,0,0,0,0,0,0,0,1
Chhattisgarh,NARAYANPUR,2013,0,1,0,0,0,0,0,0,0,2
Chhattisgarh,RAIGARH,2013,2,9,0,0,0,0,12,0,0,9
Chhattisgarh,RAIPUR,2013,0,0,0,0,0,0,0,0,0,4
Chhattisgarh,RAJNANDGAON,2013,0,4,0,0,0,0,0,0,0,4
Chhattisgarh,SARGUJA,2013,1,6,0,0,0,0,2,0,0,13
Chhattisgarh,SUKMA,2013,0,0,0,0,0,0,0,0,0,0
Chhattisgarh,SURAJPUR,2013,0,15,1,0,0,1,5,0,0,9
Chhattisgarh,ZZ TOTAL,2013,8,112,5,0,0,1,68,0,0,137
Goa,NORTH GOA,2013,0,0,0,0,0,0,0,1,1,4
Goa,SOUTH GOA,2013,0,0,0,0,0,0,0,0,3,1
Goa,ZZ TOTAL,2013,0,0,0,0,0,0,0,1,4,5
Gujarat,AHMEDABAD COMMR.,2013,0,2,2,0,0,0,0,0,3,1
Gujarat,AHMEDABAD RURAL,2013,0,1,0,0,0,0,1,0,0,1
Gujarat,AHWA-DANG,2013,0,1,0,0,0,0,0,0,0,1
Gujarat,AMRELI,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,ANAND,2013,1,0,5,0,0,0,1,0,3,0
Gujarat,BHARUCH,2013,2,4,1,0,0,0,5,0,16,9
Gujarat,BHAVNAGAR,2013,1,1,1,0,0,0,0,0,0,3
Gujarat,CID CRIME,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,DAHOD,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,GANDHINAGAR,2013,0,0,0,0,0,0,1,0,0,1
Gujarat,HIMATNAGAR,2013,0,0,2,0,0,0,2,0,0,2
Gujarat,JAMNAGAR,2013,0,0,0,0,0,0,1,0,0,0
Gujarat,JUNAGADH,2013,0,0,0,0,0,0,0,0,0,1
Gujarat,KHEDA NORTH,2013,0,2,0,0,0,0,0,0,0,0
Gujarat,KUTCH (EAST(G)),2013,0,0,1,0,0,0,0,0,0,1
Gujarat,KUTCH (WEST-BHUJ),2013,0,0,0,0,0,0,0,0,1,1
Gujarat,MEHSANA,2013,0,3,0,0,0,0,3,0,0,0
Gujarat,NARMADA,2013,0,1,0,0,0,0,1,0,1,0
Gujarat,NAVSARI,2013,0,3,2,0,0,0,0,0,0,11
Gujarat,PALANPUR,2013,0,2,3,1,0,0,9,0,22,1
Gujarat,PANCHMAHAL,2013,1,3,0,0,0,0,3,0,0,0
Gujarat,PATAN,2013,0,1,0,0,0,0,0,0,0,4
Gujarat,PORBANDAR,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,RAJKOT COMMR.,2013,0,1,0,0,0,1,1,0,0,0
Gujarat,RAJKOT RURAL,2013,0,2,2,0,0,0,0,0,0,1
Gujarat,SURAT COMMR.,2013,0,1,0,0,0,0,0,0,9,0
Gujarat,SURAT RURAL,2013,2,2,0,0,0,0,3,0,1,7
Gujarat,SURENDRANAGAR,2013,0,0,0,0,0,0,0,0,0,4
Gujarat,TAPI,2013,0,0,1,0,0,0,2,0,0,0
Gujarat,VADODARA COMMR.,2013,0,2,2,0,0,0,0,0,0,4
Gujarat,VADODARA RURAL,2013,1,1,0,0,0,0,2,0,2,7
Gujarat,VALSAD,2013,0,1,0,0,0,0,1,0,0,4
Gujarat,W.RLY AHMEDABAD,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,W.RLY VADODARA,2013,0,0,0,0,0,0,0,0,0,0
Gujarat,ZZ TOTAL,2013,8,34,22,1,0,1,36,0,58,64
Haryana,AMBALA RURAL,2013,0,0,0,0,0,0,0,0,0,0
Haryana,AMBALA URBAN,2013,0,0,0,0,0,0,0,0,0,0
Haryana,BHIWANI,2013,0,0,0,0,0,0,0,0,0,0
Haryana,FARIDABAD,2013,0,0,0,0,0,0,0,0,0,0
Haryana,FATEHABAD,2013,0,0,0,0,0,0,0,0,0,0
Haryana,GRP,2013,0,0,0,0,0,0,0,0,0,0
Haryana,GURGAON,2013,0,0,0,0,0,0,0,0,0,0
Haryana,HISSAR,2013,0,0,0,0,0,0,0,0,0,0
Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0,0,0,0
Haryana,JHAJJAR,2013,0,0,0,0,0,0,0,0,0,0
Haryana,JIND,2013,0,0,0,0,0,0,0,0,0,0
Haryana,KAITHAL,2013,0,0,0,0,0,0,0,0,0,0
Haryana,KARNAL,2013,0,0,0,0,0,0,0,0,0,0
Haryana,KURUKSHETRA,2013,0,0,0,0,0,0,0,0,0,0
Haryana,MAHENDRAGARH,2013,0,0,0,0,0,0,0,0,0,0
Haryana,MEWAT,2013,0,0,0,0,0,0,0,0,0,0
Haryana,PALWAL,2013,0,0,0,0,0,0,0,0,0,0
Haryana,PANCHKULA,2013,0,0,0,0,0,0,0,0,0,0
Haryana,PANIPAT,2013,0,0,0,0,0,0,0,0,0,0
Haryana,REWARI,2013,0,0,0,0,0,0,0,0,0,0
Haryana,ROHTAK,2013,0,0,0,0,0,0,0,0,0,0
Haryana,SIRSA,2013,0,0,0,0,0,0,0,0,0,0
Haryana,SONIPAT,2013,0,0,0,0,0,0,0,0,0,0
Haryana,YAMUNANAGAR,2013,0,0,0,0,0,0,0,0,0,0
Haryana,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,BADDIPOLICEDIST,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,BILASPUR,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,CHAMBA,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,CID,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,G.R.P.,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,HAMIRPUR,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,KANGRA,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,KINNAUR,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,KULLU,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,LAHAUL-SPITI,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,MANDI,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,SHIMLA,2013,0,0,0,0,0,0,0,0,2,0
Himachal Pradesh,SIRMAUR,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,SOLAN,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,UNA,2013,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,2,0
Jammu & Kashmir,ANANTNAG,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,AWANTIPORA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,BANDIPORA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,BARAMULLA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,BUDGAM,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,DODA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,GANDERBAL,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,HANDWARA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,JAMMU,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,KARGIL,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,KATHUA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,KISHTWAR,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,KULGAM,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,KUPWARA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,LEH,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,POONCH,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,PULWAMA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,RAILWAYS JAMMU,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,RAILWAYS KASHMIR,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,RAILWAYS KATRA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,RAJOURI,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,RAMBAN,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,REASI,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,SAMBA,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,SHOPIAN,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,SOPORE,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,SRINAGAR,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,UDHAMPUR,2013,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,ZZ TOTAL,2013,0,0,0,0,0,0,0,0,0,0
Jharkhand,BOKARO,2013,0,0,0,0,0,0,0,0,4,0
