state_ut,district,year,infanticid,other_murder,rape,kidnapping_and_abduction,foeticide,abetment_of_suicide,exposure_and_abandonment,procuration_of_minor_girls,buying_of_girls_for_prostitution,selling_of_girls_for_prostitution,prohibition_of_child_marriage_act,other_crimes,total
Punjab,GURDASPUR,2013,0,0,12,9,0,0,0,0,0,0,0,4,25
Punjab,HOSHIARPUR,2013,0,0,21,0,0,0,0,0,0,0,0,0,21
Punjab,JALANDHAR RURAL,2013,0,2,21,18,0,0,0,0,0,0,0,6,47
Punjab,KAPURTHALA,2013,0,2,9,27,0,0,0,0,0,0,0,6,44
Punjab,KHANNA,2013,0,0,13,6,0,0,0,0,0,0,0,0,19
Punjab,LUDHIANA RURAL,2013,0,0,6,16,0,0,0,0,0,0,0,0,22
Punjab,MANSA,2013,0,1,11,8,0,0,0,0,0,0,0,11,31
Punjab,MOGA,2013,3,1,9,22,0,0,0,0,0,0,0,0,35
Punjab,MUKTSAR,2013,0,1,10,38,0,0,0,0,0,0,0,8,57
Punjab,PATHANKOT,2013,0,1,6,9,0,0,0,0,0,0,0,0,16
Punjab,PATIALA,2013,0,3,37,44,2,0,0,0,0,0,0,4,90
Punjab,ROPAR,2013,0,0,7,19,0,0,0,0,0,0,0,0,26
Punjab,SANGRUR,2013,0,4,32,21,0,0,0,0,0,0,0,0,57
Punjab,SAS NGR,2013,0,0,21,57,0,0,0,0,0,0,0,18,96
Punjab,SBS NAGAR,2013,0,0,17,7,0,0,0,0,0,0,0,0,24
Punjab,TARN TARAN,2013,0,1,13,14,0,0,0,0,0,0,0,0,28
Punjab,TOTAL,2013,7,30,490,690,12,0,8,1,0,0,0,98,1336
Rajasthan,AJMER,2013,4,2,12,13,0,0,2,4,0,0,1,0,38
Rajasthan,ALWAR,2013,0,11,83,101,0,0,7,0,0,0,0,0,202
Rajasthan,BANSWARA,2013,0,0,0,32,0,0,9,0,0,0,0,0,41
Rajasthan,BARAN,2013,0,1,5,2,0,0,4,0,0,0,0,64,76
Rajasthan,BARMER,2013,0,0,18,12,1,0,9,0,0,0,0,0,40
Rajasthan,BHARATPUR,2013,0,11,34,97,1,0,11,0,0,0,0,0,154
Rajasthan,BHILWARA,2013,0,2,41,40,1,0,11,0,0,0,0,0,95
Rajasthan,BIKANER,2013,0,0,0,0,0,0,2,0,0,0,0,2,4
Rajasthan,BUNDI,2013,0,0,32,45,0,0,1,0,0,0,0,0,78
Rajasthan,CHITTORGARH,2013,0,1,34,10,0,0,1,0,1,0,1,13,61
Rajasthan,CHURU,2013,0,0,28,11,4,0,1,0,0,0,0,0,44
Rajasthan,DAUSA,2013,0,1,12,43,0,0,0,0,0,0,0,0,56
Rajasthan,DHOLPUR,2013,0,4,19,15,0,0,4,0,0,0,0,10,52
Rajasthan,DISCOM,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,DUNGARPUR,2013,0,1,48,57,0,0,0,0,0,0,0,0,106
Rajasthan,G.R.P.AJMER,2013,0,0,0,7,0,0,12,0,0,0,0,0,19
Rajasthan,G.R.P.JODHPUR,2013,0,0,0,0,0,0,1,0,0,0,0,0,1
Rajasthan,GANGANAGAR,2013,0,1,25,42,2,0,7,13,0,0,0,10,100
Rajasthan,HANUMANGARH,2013,0,0,38,28,3,0,0,24,0,0,0,3,96
Rajasthan,JAIPUR EAST,2013,0,1,8,68,0,0,12,0,0,0,1,2,92
Rajasthan,JAIPUR NORTH,2013,1,1,5,28,5,0,4,1,0,0,0,23,68
Rajasthan,JAIPUR RURAL,2013,0,4,28,69,3,0,18,0,0,0,0,5,127
Rajasthan,JAIPUR SOUTH,2013,0,0,15,38,0,1,1,0,0,0,0,11,66
Rajasthan,JAIPUR WEST,2013,0,0,13,116,5,0,1,0,0,0,0,9,144
Rajasthan,JAISALMER,2013,0,0,9,2,0,0,1,0,0,0,0,0,12
Rajasthan,JALORE,2013,0,3,18,19,0,0,4,0,0,0,1,0,45
Rajasthan,JHALAWAR,2013,0,0,37,76,0,0,4,0,0,0,0,0,117
Rajasthan,JHUNJHUNU,2013,1,2,34,29,0,0,5,0,0,0,0,0,71
Rajasthan,JODHPUR EAST,2013,0,1,2,5,0,0,6,0,0,0,0,0,14
Rajasthan,JODHPUR RURAL,2013,1,1,25,26,0,0,0,0,0,0,0,0,53
Rajasthan,JODHPUR WEST,2013,0,1,19,26,0,0,8,0,0,0,0,0,54
Rajasthan,KARAULI,2013,0,0,9,25,1,0,1,0,0,0,0,0,36
Rajasthan,KOTA CITY,2013,0,1,28,0,0,0,13,8,0,0,0,0,50
Rajasthan,KOTA RURAL,2013,0,0,0,0,2,0,1,4,0,0,0,0,7
Rajasthan,NAGAUR,2013,0,1,27,36,1,0,4,0,0,0,0,15,84
Rajasthan,PALI,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,PRATAPGARH,2013,0,1,55,42,0,0,6,0,0,0,0,0,104
Rajasthan,RAJSAMAND,2013,0,1,9,8,0,0,4,0,0,0,0,1,23
Rajasthan,SAWAI MADHOPUR,2013,0,3,12,32,1,0,5,0,0,0,0,0,53
Rajasthan,SIKAR,2013,0,0,26,45,0,0,16,0,0,0,0,0,87
Rajasthan,SIROHI,2013,0,3,18,20,0,0,0,0,0,0,1,2,44
Rajasthan,TONK,2013,0,1,14,25,4,0,6,0,0,0,0,0,50
Rajasthan,UDAIPUR,2013,1,4,52,136,0,0,24,0,0,0,0,7,224
Rajasthan,TOTAL,2013,8,64,892,1426,34,1,226,54,1,0,5,177,2888
Sikkim,EAST,2013,0,0,16,8,0,0,0,0,0,0,0,0,24
Sikkim,NORTH,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,SOUTH,2013,0,0,5,5,0,0,0,0,0,0,0,0,10
Sikkim,WEST,2013,0,0,4,1,0,0,0,0,0,0,0,0,5
Sikkim,TOTAL,2013,0,0,25,14,0,0,0,0,0,0,0,0,39
Tamil Nadu,ARIYALUR,2013,0,3,2,3,0,0,0,0,0,0,1,4,13
Tamil Nadu,CHENNAI,2013,0,12,48,52,0,0,0,0,0,0,0,0,112
Tamil Nadu,CHENNAI RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,COIMBATORE RURAL,2013,0,2,7,6,0,0,0,0,0,0,0,0,15
Tamil Nadu,COIMBATORE URBAN,2013,0,1,12,2,0,0,0,0,0,0,0,0,15
Tamil Nadu,CUDDALORE,2013,0,0,11,0,0,0,0,0,0,0,0,0,11
Tamil Nadu,DHARMAPURI,2013,1,4,14,89,0,0,0,0,0,0,11,11,130
Tamil Nadu,DINDIGUL,2013,0,4,1,1,0,0,0,0,0,0,0,4,10
Tamil Nadu,ERODE,2013,0,1,9,5,0,0,0,0,0,0,0,0,15
Tamil Nadu,KANCHIPURAM,2013,0,1,0,0,0,0,0,0,0,0,0,0,1
Tamil Nadu,KANYAKUMARI,2013,0,3,5,17,0,0,0,0,0,0,2,8,35
Tamil Nadu,KARUR,2013,0,4,3,0,0,0,0,0,0,0,0,0,7
Tamil Nadu,KRISHNAGIRI,2013,1,5,4,43,0,0,0,0,0,0,2,0,55
Tamil Nadu,MADURAI RURAL,2013,0,0,0,1,0,0,1,0,0,0,14,0,16
Tamil Nadu,MADURAI URBAN,2013,8,1,10,10,0,0,0,0,0,0,0,0,29
Tamil Nadu,NAGAPATTINAM,2013,0,0,5,0,0,0,0,0,0,0,0,0,5
Tamil Nadu,NAMAKKAL,2013,0,2,16,22,0,0,0,0,0,0,10,0,50
Tamil Nadu,NILGIRIS,2013,0,1,13,7,0,1,0,0,0,0,0,0,22
Tamil Nadu,PERAMBALUR,2013,0,1,4,0,0,0,0,0,0,0,1,0,6
Tamil Nadu,PUDUKOTTAI,2013,0,1,1,1,0,0,0,0,0,0,1,1,5
Tamil Nadu,RAMNATHAPURAM,2013,0,1,0,0,0,0,0,0,0,0,1,12,14
Tamil Nadu,SALEM RURAL,2013,0,1,19,39,0,0,0,0,0,0,1,0,60
Tamil Nadu,SALEM URBAN,2013,0,0,13,10,0,0,0,0,0,0,1,4,28
Tamil Nadu,SIVAGANGAI,2013,0,3,6,11,0,0,0,0,0,0,0,0,20
Tamil Nadu,THANJAVUR,2013,0,2,22,1,0,0,0,0,0,0,0,9,34
Tamil Nadu,THENI,2013,0,3,14,16,0,0,0,0,0,0,3,0,36
Tamil Nadu,THIRUNELVELI RURAL,2013,1,6,45,60,1,0,0,0,0,0,0,13,126
Tamil Nadu,THIRUNELVELI URBAN,2013,0,2,7,1,0,0,0,0,0,0,0,0,10
Tamil Nadu,THIRUVALLUR,2013,0,1,8,11,0,0,0,0,0,0,0,0,20
Tamil Nadu,THIRUVANNAMALAI,2013,0,4,14,6,0,0,0,0,0,0,2,0,26
Tamil Nadu,THIRUVARUR,2013,0,0,1,0,0,0,0,0,0,0,1,1,3
Tamil Nadu,THOOTHUGUDI,2013,0,3,20,10,0,0,0,0,0,0,2,10,45
Tamil Nadu,TIRUPPUR,2013,0,6,11,0,0,0,0,0,0,0,0,0,17
Tamil Nadu,TRICHY RLY.,2013,0,0,0,0,0,0,0,0,0,0,0,1,1
Tamil Nadu,TRICHY RURAL,2013,0,0,9,16,0,0,0,0,0,0,0,11,36
Tamil Nadu,TRICHY URBAN,2013,0,1,8,5,0,0,0,0,0,0,1,0,15
Tamil Nadu,VELLORE,2013,0,2,32,2,0,0,0,0,0,0,2,2,40
Tamil Nadu,VILLUPURAM,2013,0,2,16,48,0,0,0,0,0,0,0,19,85
Tamil Nadu,VIRUDHUNAGAR,2013,2,0,9,4,0,1,1,0,0,0,0,3,20
Tamil Nadu,TOTAL,2013,13,83,419,499,1,2,2,0,0,0,56,113,1188
Tripura,DHALAI,2013,0,0,6,10,0,0,0,0,0,0,0,8,24
Tripura,GOMATI,2013,0,4,2,0,0,0,0,0,0,0,0,1,7
Tripura,GRP,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Tripura,KHOWAI,2013,0,1,9,1,0,0,0,0,0,0,0,11,22
Tripura,NORTH,2013,0,0,1,0,0,0,0,0,0,0,0,1,2
Tripura,SIPAHIJALA,2013,0,2,14,9,0,0,0,0,0,0,0,0,25
Tripura,SOUTH,2013,0,1,1,0,0,0,0,0,0,0,0,0,2
Tripura,UNAKOTI,2013,0,1,1,1,0,0,0,0,0,0,1,5,9
Tripura,WEST,2013,0,0,9,0,0,0,0,0,0,0,0,0,9
Tripura,TOTAL,2013,0,9,43,21,0,0,0,0,0,0,1,26,100
Uttar Pradesh,AGRA,2013,1,18,30,126,0,3,0,0,0,0,0,9,187
Uttar Pradesh,ALIGARH,2013,1,22,52,212,0,0,0,0,0,0,0,10,297
Uttar Pradesh,ALLAHABAD,2013,0,13,30,130,0,0,0,0,0,0,0,0,173
Uttar Pradesh,AMBEDKAR NAGAR,2013,0,3,1,14,0,0,0,0,0,0,0,34,52
Uttar Pradesh,AMETHI,2013,0,2,18,44,0,0,0,0,0,0,0,15,79
Uttar Pradesh,AMROHA,2013,0,11,9,39,0,0,0,0,0,0,0,0,59
Uttar Pradesh,AURAIYA,2013,0,3,8,65,0,0,0,0,0,0,0,17,93
Uttar Pradesh,AZAMGARH,2013,0,3,34,60,1,0,0,0,0,0,0,12,110
Uttar Pradesh,BADAUN,2013,0,13,27,121,0,0,0,0,0,0,0,10,171
Uttar Pradesh,BAGHPAT,2013,0,5,10,36,0,0,0,0,0,0,0,7,58
Uttar Pradesh,BAHRAICH,2013,0,3,20,98,0,0,0,0,0,0,0,23,144
Uttar Pradesh,BALLIA,2013,0,2,13,56,0,0,0,0,0,0,0,26,97
Uttar Pradesh,BALRAMPUR,2013,0,2,11,44,0,0,0,0,0,0,0,6,63
Uttar Pradesh,BANDA,2013,0,6,19,37,0,0,0,0,0,0,0,103,165
Uttar Pradesh,BARABANKI,2013,1,14,23,55,0,0,0,0,0,0,0,37,130
Uttar Pradesh,BAREILLY,2013,1,5,41,190,0,0,0,0,0,0,0,67,304
Uttar Pradesh,BASTI,2013,0,0,12,73,0,0,0,0,0,0,0,20,105
Uttar Pradesh,BIJNOR,2013,0,28,34,67,0,0,0,0,0,0,0,78,207
Uttar Pradesh,BULANDSHAHAR,2013,0,18,27,112,1,0,0,0,0,0,1,38,197
Uttar Pradesh,CHANDOLI,2013,0,1,11,35,0,0,0,0,0,0,1,23,71
Uttar Pradesh,CHITRAKOOT DHAM,2013,0,0,17,21,0,0,0,0,0,0,0,1,39
Uttar Pradesh,DEORIA,2013,0,8,30,161,0,1,0,0,0,0,0,23,223
Uttar Pradesh,ETAH,2013,1,7,23,13,0,8,0,0,0,0,1,41,94
Uttar Pradesh,ETAWAH,2013,1,6,18,55,0,0,0,0,0,0,0,1,81
Uttar Pradesh,FAIZABAD,2013,0,11,22,94,0,0,0,0,0,0,0,0,127
Uttar Pradesh,FATEHGARH,2013,0,7,7,10,0,0,0,0,0,0,0,11,35
Uttar Pradesh,FATEHPUR,2013,0,3,27,75,0,0,0,0,0,0,0,36,141
Uttar Pradesh,FIROZABAD,2013,0,4,39,169,0,0,0,0,0,0,0,0,212
Uttar Pradesh,G.R.P.,2013,0,1,3,33,0,0,1,0,0,0,0,3,41
Uttar Pradesh,GAUTAMBUDH NAGAR,2013,0,12,8,133,1,0,0,0,0,0,0,21,175
Uttar Pradesh,GHAZIABAD,2013,1,3,14,180,4,4,0,0,0,0,0,34,240
Uttar Pradesh,GHAZIPUR,2013,0,1,13,91,2,3,0,0,0,0,0,17,127
Uttar Pradesh,GONDA,2013,0,1,14,93,0,0,0,0,0,0,0,32,140
Uttar Pradesh,GORAKHPUR,2013,0,8,21,170,0,2,0,0,0,0,0,36,237
Uttar Pradesh,HAMIRPUR,2013,0,0,15,15,0,0,0,0,0,0,0,25,55
Uttar Pradesh,HAPUR,2013,0,2,15,38,0,0,0,0,0,0,0,5,60
Uttar Pradesh,HARDOI,2013,0,1,19,130,1,7,0,0,0,0,0,17,175
Uttar Pradesh,HATHRAS,2013,0,9,21,71,0,0,0,0,0,0,0,26,127
Uttar Pradesh,JALAUN,2013,0,6,6,33,0,0,0,0,0,0,0,20,65
Uttar Pradesh,JAUNPUR,2013,0,0,53,131,0,0,0,0,0,0,0,39,223
Uttar Pradesh,JHANSI,2013,0,5,9,41,0,0,0,0,0,0,0,33,88
Uttar Pradesh,KANNAUJ,2013,0,7,12,83,0,0,0,0,0,0,0,21,123
Uttar Pradesh,KANPUR DEHAT,2013,0,11,22,74,0,0,0,0,0,0,1,1,109
Uttar Pradesh,KANPUR NAGAR,2013,0,10,19,152,0,0,0,0,0,0,0,32,213
Uttar Pradesh,KASGANJ,2013,0,3,9,70,0,0,0,0,0,0,0,10,92
Uttar Pradesh,KAUSHAMBI,2013,0,1,7,37,0,0,0,0,0,0,0,0,45
Uttar Pradesh,KHIRI,2013,0,7,23,127,0,0,0,0,0,0,0,75,232
Uttar Pradesh,KUSHI NAGAR,2013,0,6,22,117,1,0,0,0,0,0,0,77,223
Uttar Pradesh,LALITPUR,2013,0,6,6,20,0,0,0,0,0,0,0,15,47
Uttar Pradesh,LUCKNOW,2013,1,4,32,54,3,2,0,0,0,0,0,118,214
Uttar Pradesh,MAHARAJGANJ,2013,0,4,6,60,0,0,0,0,0,0,0,30,100
Uttar Pradesh,MAHOBA,2013,0,1,9,7,0,0,0,0,0,0,0,0,17
Uttar Pradesh,MAINPURI,2013,0,5,13,88,0,0,0,0,0,0,0,15,121
Uttar Pradesh,MATHURA,2013,0,11,13,44,0,0,0,0,0,0,1,6,75
Uttar Pradesh,MAU,2013,0,1,14,80,0,0,0,0,0,0,0,7,102
Uttar Pradesh,MEERUT,2013,0,28,27,115,0,0,1,0,0,0,0,63,234
Uttar Pradesh,MIRZAPUR,2013,0,2,4,6,0,0,0,0,0,0,0,2,14
Uttar Pradesh,MORADABAD,2013,0,14,30,108,1,2,1,0,0,0,0,50,206
Uttar Pradesh,MUZAFFARNAGAR,2013,0,16,20,200,0,0,0,0,0,0,0,10,246
Uttar Pradesh,PILIBHIT,2013,0,2,14,10,0,0,0,0,0,0,0,15,41
Uttar Pradesh,PRATAPGARH,2013,0,7,15,89,0,0,0,0,0,0,0,13,124
Uttar Pradesh,RAIBAREILLY,2013,0,1,22,60,0,0,0,0,0,0,0,18,101
Uttar Pradesh,RAMPUR,2013,0,6,9,9,0,2,0,0,0,0,0,7,33
Uttar Pradesh,SAHARANPUR,2013,0,13,18,38,1,0,0,0,0,0,0,49,119
Uttar Pradesh,SAMBHAL,2013,0,9,9,116,0,0,0,0,0,0,0,22,156
Uttar Pradesh,SANT KABIRNAGAR,2013,0,0,15,59,0,0,0,0,0,0,0,22,96
Uttar Pradesh,SHAHJAHANPUR,2013,0,10,11,35,0,0,0,0,0,0,0,31,87
Uttar Pradesh,SHAMLI,2013,0,4,12,51,0,0,0,0,0,0,0,4,71
Uttar Pradesh,SHRAWASTI,2013,0,1,6,28,0,0,0,0,0,0,0,5,40
Uttar Pradesh,SIDHARTHNAGAR,2013,0,1,9,54,0,0,0,0,0,0,0,20,84
Uttar Pradesh,SITAPUR,2013,0,1,52,225,1,0,0,0,0,0,0,75,354
Uttar Pradesh,SONBHADRA,2013,0,7,15,12,0,0,0,0,0,0,0,3,37
Uttar Pradesh,ST.RAVIDASNAGAR,2013,0,2,3,15,0,0,0,0,0,0,0,4,24
Uttar Pradesh,SULTANPUR,2013,0,7,15,99,0,2,0,0,0,0,0,29,152
Uttar Pradesh,UNNAO,2013,2,6,18,155,0,0,0,0,0,0,0,85,266
Uttar Pradesh,VARANASI,2013,0,1,26,134,0,0,0,0,0,0,0,31,192
Uttar Pradesh,TOTAL,2013,10,482,1381,6002,17,36,3,0,0,0,5,1921,9857
Uttarakhand,ALMORA,2013,0,0,3,0,0,0,0,0,0,0,0,1,4
Uttarakhand,BAGESHWAR,2013,0,0,0,0,0,0,0,0,0,0,0,2,2
Uttarakhand,CHAMOLI,2013,0,0,3,9,0,0,0,1,0,0,0,0,13
Uttarakhand,CHAMPAWAT,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,DEHRADUN,2013,0,2,10,115,0,0,0,0,0,0,0,4,131
Uttarakhand,HARIDWAR,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,NAINITAL,2013,0,3,0,12,0,0,0,0,0,0,0,0,15
Uttarakhand,PAURI GARHWAL,2013,0,0,2,8,0,0,0,0,0,0,0,0,10
Uttarakhand,PITHORAGARH,2013,0,0,4,0,0,0,0,0,0,0,0,0,4
Uttarakhand,RUDRA PRAYAG,2013,0,0,1,0,0,0,0,0,0,0,0,0,1
Uttarakhand,TEHRI GARHWAL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttarakhand,UDHAMSINGH NAGAR,2013,0,1,5,31,0,0,0,0,0,0,0,1,38
Uttarakhand,UTTARKASHI,2013,0,1,4,6,0,0,0,0,0,0,0,3,14
Uttarakhand,TOTAL,2013,0,7,32,181,0,0,0,1,0,0,0,11,232
West Bengal,24 PARGANAS NORTH,2013,0,5,51,163,0,0,0,78,0,23,6,0,326
West Bengal,24 PARGANAS SOUTH,2013,0,3,14,367,1,0,1,50,0,10,1,10,457
West Bengal,ASANSOL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,BANKURA,2013,0,0,8,1,0,0,0,0,0,0,1,0,10
West Bengal,BDN CP,2013,0,0,0,0,0,0,0,0,0,0,1,0,1
West Bengal,BIRBHUM,2013,0,5,25,52,0,0,0,0,0,0,0,0,82
West Bengal,BKP CP,2013,0,0,0,27,0,0,0,0,0,0,0,0,27
West Bengal,BURDWAN,2013,0,5,12,0,1,0,0,10,0,5,1,5,39
West Bengal,COOCHBEHAR,2013,0,2,7,88,1,0,0,12,0,2,1,4,117
West Bengal,DAKSHIN DINAJPUR,2013,0,1,15,33,0,1,0,0,0,0,0,12,62
West Bengal,DARJEELING,2013,0,1,2,0,0,0,0,5,0,1,0,2,11
West Bengal,HOOGHLY,2013,0,5,12,5,0,0,0,0,0,0,0,0,22
West Bengal,HOWRAH,2013,0,0,0,0,0,0,0,0,0,0,1,0,1
West Bengal,HOWRAH CITY,2013,0,0,0,120,0,0,0,0,0,0,2,0,122
West Bengal,HOWRAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,JALPAIGURI,2013,0,2,2,51,0,0,0,5,0,2,5,2,69
West Bengal,JHARGRAM,2013,0,2,0,0,0,0,0,0,0,0,0,0,2
West Bengal,KHARAGPUR G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,KOLKATA,2013,0,4,58,156,0,4,0,8,0,9,0,42,281
West Bengal,MALDA,2013,0,0,7,154,0,0,0,3,0,0,3,1,168
West Bengal,MURSHIDABAD,2013,0,18,109,87,0,0,0,210,0,4,6,7,441
West Bengal,NADIA,2013,0,1,1,0,0,0,0,0,0,0,0,0,2
West Bengal,PASCHIM MIDNAPUR,2013,0,0,1,0,0,0,0,2,0,0,2,1,6
West Bengal,PURAB MIDNAPUR,2013,0,9,27,20,0,0,0,72,1,4,2,0,135
West Bengal,PURULIA,2013,0,0,12,0,0,0,0,0,0,0,3,2,17
West Bengal,SEALDAH G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
West Bengal,SILIGURI G.R.P.,2013,0,0,0,0,0,0,0,0,0,0,0,1,1
West Bengal,SILIGURI_PC,2013,0,0,0,46,0,0,0,0,0,0,2,0,48
West Bengal,UTTAR DINAJPUR,2013,0,5,14,18,0,0,0,31,0,9,6,0,83
West Bengal,TOTAL,2013,0,68,377,1388,3,5,1,486,1,69,43,89,2530
A&N Islands,CAR,2013,0,0,0,0,0,0,0,0,0,0,0,1,1
A&N Islands,NORTH,2013,0,0,4,5,0,0,0,0,0,0,0,6,15
A&N Islands,SOUTH,2013,0,0,17,7,1,0,2,0,0,0,0,11,38
A&N Islands,TOTAL,2013,0,0,21,12,1,0,2,0,0,0,0,18,54
Chandigarh,CHANDIGARH,2013,0,2,19,164,0,0,2,0,0,0,0,26,213
Chandigarh,TOTAL,2013,0,2,19,164,0,0,2,0,0,0,0,26,213
D&N Haveli,D&N HAVELI,2013,0,0,4,10,0,0,0,0,0,0,0,0,14
D&N Haveli,TOTAL,2013,0,0,4,10,0,0,0,0,0,0,0,0,14
Daman & Diu,DAMAN,2013,0,1,4,8,0,0,0,0,0,0,0,1,14
Daman & Diu,DIU,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,TOTAL,2013,0,1,4,8,0,0,0,0,0,0,0,1,14
Delhi UT,CAW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,CENTRAL,2013,0,2,39,197,1,0,3,0,0,0,0,57,299
Delhi UT,CRIME BRANCH,2013,0,0,2,1,0,0,0,0,0,0,0,1,4
Delhi UT,EAST,2013,0,3,83,674,0,0,9,0,0,0,0,3,772
Delhi UT,EOW,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,GRP(RLY),2013,0,1,4,17,0,0,9,0,0,0,0,1,32
Delhi UT,IGI AIRPORT,2013,0,0,0,1,0,0,0,0,0,0,0,0,1
Delhi UT,METRO RAIL,2013,0,0,0,7,0,0,1,0,0,0,0,1,9
Delhi UT,NEW DELHI,2013,0,0,10,63,0,0,1,0,0,0,0,15,89
Delhi UT,NORTH,2013,0,1,17,251,0,0,3,0,0,0,0,13,285
Delhi UT,NORTH-EAST,2013,0,5,91,845,0,0,10,0,0,0,0,29,980
Delhi UT,NORTH-WEST,2013,0,0,78,569,0,0,1,0,0,0,0,32,680
Delhi UT,OUTER,2013,1,7,93,873,0,0,5,0,0,0,0,59,1038
Delhi UT,SOUTH,2013,0,2,34,482,0,0,6,0,0,0,0,65,589
Delhi UT,SOUTH-EAST,2013,0,5,120,655,1,0,2,0,0,0,0,25,808
Delhi UT,SOUTH-WEST,2013,1,1,94,503,1,0,3,0,0,0,1,86,690
Delhi UT,STF,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,WEST,2013,0,6,92,671,0,1,3,0,0,0,0,150,923
Delhi UT,TOTAL,2013,2,33,757,5809,3,1,56,0,0,0,1,537,7199
Lakshadweep,LAKSHADWEEP,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,TOTAL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,KARAIKAL,2013,0,0,4,0,0,0,0,0,0,0,0,0,4
Puducherry,PUDUCHERRY,2013,0,0,5,34,0,0,1,0,0,0,1,2,43
Puducherry,TOTAL,2013,0,0,9,34,0,0,1,0,0,0,1,2,47
