states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
Punjab,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,23.4 - in Other Places,2014,20,0,20,20,0,20,0,0,0,0,0,0,40,0,40
Punjab,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,833,151,984,866,266,1132,405,182,587,15,2,17,2119,601,2720
Punjab,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,26 - Causing Death by Negligence (Section 304-A IPC),2014,929,9,938,1066,9,1075,387,3,390,21,1,22,2403,22,2425
Punjab,26.1 - Deaths due to negligent driving/act,2014,915,9,924,1052,6,1058,387,3,390,21,1,22,2375,19,2394
Punjab,26.2 - Deaths due to Other Causes,2014,14,0,14,14,3,17,0,0,0,0,0,0,28,3,31
Punjab,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,29 - Extortion (Section 384 - 389 IPC),2014,14,1,15,25,1,26,0,0,0,0,0,0,39,2,41
Punjab,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Punjab,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,578,3,581,540,2,542,226,2,228,7,0,7,1351,7,1358
Punjab,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
Punjab,33 - Unnatural Offences U/s 377 IPC,2014,54,0,54,14,3,17,0,0,0,0,0,0,68,3,71
Punjab,34 - Other IPC crimes,2014,4381,235,4616,5136,379,5515,2048,140,2188,24,10,34,11589,764,12353
Punjab,35 - Total Cognizable IPC crimes,2014,17649,949,18598,18536,1562,20098,6803,623,7426,156,28,184,43144,3162,46306
Rajasthan,1 - Murder (Section 302 IPC),2014,786,48,834,792,77,869,397,33,430,31,1,32,2006,159,2165
Rajasthan,2 - Attempt to commit Murder (Section 307 IPC),2014,1863,59,1922,1609,75,1684,794,63,857,75,1,76,4341,198,4539
Rajasthan,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,28,0,28,43,1,44,15,0,15,0,0,0,86,1,87
Rajasthan,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,161,3,164,160,6,166,85,0,85,0,0,0,406,9,415
Rajasthan,5 - Rape (Section 376 IPC),2014,1543,13,1556,804,25,829,276,15,291,1,1,2,2624,54,2678
Rajasthan,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,5.2 - Rape other than Custodial,2014,1543,13,1556,804,25,829,276,15,291,1,1,2,2624,54,2678
Rajasthan,5.2.1 - Gang Rape,2014,220,2,222,117,2,119,17,0,17,0,0,0,354,4,358
Rajasthan,5.2.2 - Other Rape,2014,1323,11,1334,687,23,710,259,15,274,1,1,2,2270,50,2320
Rajasthan,6 - Attempt to commit Rape (Section 376/511 IPC),2014,159,4,163,88,6,94,25,0,25,1,0,1,273,10,283
Rajasthan,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1496,35,1531,885,48,933,286,14,300,2,3,5,2669,100,2769
Rajasthan,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,284,10,294,136,9,145,28,1,29,0,1,1,448,21,469
Rajasthan,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,23,0,23,11,0,11,4,0,4,0,0,0,38,0,38
Rajasthan,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,23,1,24,27,2,29,3,0,3,0,0,0,53,3,56
Rajasthan,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,567,15,582,328,20,348,92,6,98,2,0,2,989,41,1030
Rajasthan,7.5 - Other Kidnapping,2014,599,9,608,383,17,400,159,7,166,0,2,2,1141,35,1176
Rajasthan,"8 - Dacoity (Section 395,396-398 IPC)",2014,173,0,173,78,0,78,12,0,12,0,0,0,263,0,263
Rajasthan,8.1 - Dacoity with Murder (Section 396 IPC),2014,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Rajasthan,8.2 - Other Dacoity,2014,168,0,168,78,0,78,12,0,12,0,0,0,258,0,258
Rajasthan,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,316,0,316,161,6,167,25,0,25,0,0,0,502,6,508
Rajasthan,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,1125,9,1134,523,8,531,186,8,194,2,1,3,1836,26,1862
Rajasthan,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,1552,17,1569,996,25,1021,435,69,504,10,0,10,2993,111,3104
Rajasthan,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,1103,11,1114,671,13,684,293,58,351,6,0,6,2073,82,2155
Rajasthan,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,449,6,455,325,12,337,142,11,153,4,0,4,920,29,949
Rajasthan,12 - Theft (Section 379 to 382 IPC),2014,5149,111,5260,2761,78,2839,1001,29,1030,15,8,23,8926,226,9152
Rajasthan,12.1 - Auto Theft,2014,2162,1,2163,1032,0,1032,256,0,256,1,0,1,3451,1,3452
Rajasthan,12.2 - Other Thefts,2014,2987,110,3097,1729,78,1807,745,29,774,14,8,22,5475,225,5700
Rajasthan,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,5258,538,5796,3929,696,4625,1928,231,2159,202,27,229,11317,1492,12809
Rajasthan,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,793,66,859,991,125,1116,379,43,422,61,4,65,2224,238,2462
Rajasthan,14.1 - Communal,2014,17,1,18,16,3,19,1,1,2,0,0,0,34,5,39
Rajasthan,14.2 - Industrial,2014,4,0,4,12,0,12,0,0,0,0,0,0,16,0,16
Rajasthan,14.3 - Political,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.5 - Agrarian,2014,73,3,76,81,5,86,15,1,16,3,0,3,172,9,181
Rajasthan,14.6 - Students,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,14.8 - Other Riots,2014,699,62,761,882,117,999,363,41,404,58,4,62,2002,224,2226
Rajasthan,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,68,1,69,120,5,125,45,1,46,5,1,6,238,8,246
Rajasthan,16 - Cheating (Section 420 IPC),2014,1230,72,1302,2184,145,2329,1408,115,1523,188,22,210,5010,354,5364
Rajasthan,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,355,14,369,544,24,568,290,15,305,27,3,30,1216,56,1272
Rajasthan,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,10,0,10,38,1,39,3,0,3,0,0,0,51,1,52
Rajasthan,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,1,0,1,4,0,4,0,0,0,0,0,0,5,0,5
Rajasthan,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,9,0,9,34,1,35,3,0,3,0,0,0,46,1,47
Rajasthan,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,3,0,3,24,0,24,0,0,0,0,0,0,27,0,27
Rajasthan,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,5,0,5,9,1,10,2,0,2,0,0,0,16,1,17
Rajasthan,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,1,0,1,1,0,1,1,0,1,0,0,0,3,0,3
Rajasthan,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,19 - Arson (Section 435-436 & 438 IPC),2014,194,7,201,203,5,208,82,2,84,8,0,8,487,14,501
Rajasthan,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,2568,121,2689,1691,144,1835,844,66,910,88,1,89,5191,332,5523
Rajasthan,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,2558,121,2679,1688,144,1832,844,66,910,88,1,89,5178,332,5510
Rajasthan,20.2 - Acid attack (Section 326A IPC),2014,10,0,10,3,0,3,0,0,0,0,0,0,13,0,13
Rajasthan,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,21 - Dowry Deaths (Section 304-B IPC),2014,181,7,188,152,42,194,90,42,132,11,3,14,434,94,528
Rajasthan,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,2898,55,2953,1716,83,1799,960,34,994,30,2,32,5604,174,5778
Rajasthan,22.1 - Sexual Harassment (Section 354A IPC),2014,191,5,196,160,5,165,460,0,460,2,0,2,813,10,823
Rajasthan,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,106,6,112,48,10,58,66,2,68,0,0,0,220,18,238
Rajasthan,22.3 - Voyeurism (Section 354C IPC),2014,17,0,17,4,0,4,5,0,5,0,0,0,26,0,26
Rajasthan,22.4 - Stalking (Section 354D IPC),2014,54,0,54,15,0,15,5,0,5,0,0,0,74,0,74
Rajasthan,22.5 - Others,2014,2530,44,2574,1489,68,1557,424,32,456,28,2,30,4471,146,4617
Rajasthan,23 - Insult to the Modesty of Women (Section 509 IPC),2014,8,0,8,3,0,3,1,0,1,0,0,0,12,0,12
Rajasthan,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,23.3 - In Public Transport system,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Rajasthan,23.4 - in Other Places,2014,8,0,8,2,0,2,1,0,1,0,0,0,11,0,11
Rajasthan,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,4593,270,4863,3105,658,3763,1868,692,2560,251,123,374,9817,1743,11560
Rajasthan,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,26 - Causing Death by Negligence (Section 304-A IPC),2014,2838,6,2844,3399,4,3403,1436,0,1436,68,0,68,7741,10,7751
Rajasthan,26.1 - Deaths due to negligent driving/act,2014,2827,6,2833,3368,4,3372,1420,0,1420,68,0,68,7683,10,7693
Rajasthan,26.2 - Deaths due to Other Causes,2014,11,0,11,31,0,31,16,0,16,0,0,0,58,0,58
Rajasthan,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,6,0,6,18,0,18,5,0,5,0,0,0,29,0,29
Rajasthan,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,6,0,6,18,0,18,5,0,5,0,0,0,29,0,29
Rajasthan,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,29 - Extortion (Section 384 - 389 IPC),2014,138,7,145,155,8,163,70,5,75,0,1,1,363,21,384
Rajasthan,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,5615,34,5649,5128,39,5167,1836,14,1850,133,1,134,12712,88,12800
Rajasthan,32 - Human Trafficking (Section 370 & 370A IPC),2014,6,0,6,7,2,9,1,0,1,0,0,0,14,2,16
Rajasthan,33 - Unnatural Offences U/s 377 IPC,2014,19,0,19,11,1,12,4,0,4,0,0,0,34,1,35
Rajasthan,34 - Other IPC crimes,2014,39195,2938,42133,34352,3698,38050,23268,3800,27068,2371,161,2532,99186,10597,109783
Rajasthan,35 - Total Cognizable IPC crimes,2014,80324,4435,84759,66646,6035,72681,38055,5291,43346,3580,364,3944,188605,16125,204730
Sikkim,1 - Murder (Section 302 IPC),2014,15,0,15,7,0,7,3,1,4,0,0,0,25,1,26
Sikkim,2 - Attempt to commit Murder (Section 307 IPC),2014,9,0,9,6,0,6,0,0,0,0,0,0,15,0,15
Sikkim,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,2,0,2,1,0,1,0,0,0,1,0,1,4,0,4
Sikkim,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5 - Rape (Section 376 IPC),2014,81,0,81,14,0,14,7,0,7,2,0,2,104,0,104
Sikkim,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,5.2 - Rape other than Custodial,2014,81,0,81,14,0,14,7,0,7,2,0,2,104,0,104
Sikkim,5.2.1 - Gang Rape,2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Sikkim,5.2.2 - Other Rape,2014,79,0,79,14,0,14,7,0,7,2,0,2,102,0,102
Sikkim,6 - Attempt to commit Rape (Section 376/511 IPC),2014,4,0,4,4,0,4,2,0,2,0,0,0,10,0,10
Sikkim,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,21,0,21,14,1,15,0,0,0,0,0,0,35,1,36
Sikkim,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,7,0,7,6,0,6,0,0,0,0,0,0,13,0,13
Sikkim,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,7.5 - Other Kidnapping,2014,14,0,14,8,1,9,0,0,0,0,0,0,22,1,23
Sikkim,"8 - Dacoity (Section 395,396-398 IPC)",2014,5,0,5,1,0,1,0,0,0,0,0,0,6,0,6
Sikkim,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,8.2 - Other Dacoity,2014,5,0,5,1,0,1,0,0,0,0,0,0,6,0,6
Sikkim,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,9,0,9,15,0,15,0,0,0,0,0,0,24,0,24
Sikkim,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,82,1,83,30,1,31,1,0,1,0,0,0,113,2,115
Sikkim,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,57,1,58,22,0,22,1,0,1,0,0,0,80,1,81
Sikkim,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,25,0,25,8,1,9,0,0,0,0,0,0,33,1,34
Sikkim,12 - Theft (Section 379 to 382 IPC),2014,89,0,89,50,0,50,1,0,1,0,0,0,140,0,140
Sikkim,12.1 - Auto Theft,2014,9,0,9,4,0,4,0,0,0,0,0,0,13,0,13
Sikkim,12.2 - Other Thefts,2014,80,0,80,46,0,46,1,0,1,0,0,0,127,0,127
Sikkim,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,11,0,11,6,0,6,0,0,0,0,0,0,17,0,17
Sikkim,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,346,47,393,263,25,288,50,10,60,6,0,6,665,82,747
Sikkim,14.1 - Communal,2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Sikkim,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.3 - Political,2014,262,24,286,255,25,280,48,9,57,6,0,6,571,58,629
Sikkim,14.4 - Caste Conflict,2014,8,3,11,4,0,4,2,1,3,0,0,0,14,4,18
Sikkim,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.4.2 - Other Caste Riots,2014,8,3,11,4,0,4,2,1,3,0,0,0,14,4,18
Sikkim,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.6 - Students,2014,54,20,74,0,0,0,0,0,0,0,0,0,54,20,74
Sikkim,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,14.8 - Other Riots,2014,19,0,19,4,0,4,0,0,0,0,0,0,23,0,23
Sikkim,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,6,0,6,8,0,8,0,0,0,0,0,0,14,0,14
Sikkim,16 - Cheating (Section 420 IPC),2014,29,0,29,38,0,38,1,0,1,0,0,0,68,0,68
Sikkim,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,5,0,5,2,0,2,0,0,0,0,0,0,7,0,7
Sikkim,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,1,0,1,2,1,3,1,0,1,0,0,0,4,1,5
Sikkim,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,1,0,1,2,1,3,1,0,1,0,0,0,4,1,5
Sikkim,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,1,0,1,2,1,3,1,0,1,0,0,0,4,1,5
Sikkim,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,19 - Arson (Section 435-436 & 438 IPC),2014,3,0,3,6,0,6,0,0,0,0,0,0,9,0,9
Sikkim,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,46,0,46,31,1,32,2,0,2,0,0,0,79,1,80
Sikkim,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,45,0,45,30,1,31,2,0,2,0,0,0,77,1,78
Sikkim,20.2 - Acid attack (Section 326A IPC),2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Sikkim,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,21 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,22,0,22,23,0,23,5,0,5,1,0,1,51,0,51
Sikkim,22.1 - Sexual Harassment (Section 354A IPC),2014,8,0,8,3,0,3,4,0,4,1,0,1,16,0,16
Sikkim,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Sikkim,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,22.4 - Stalking (Section 354D IPC),2014,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
Sikkim,22.5 - Others,2014,10,0,10,19,0,19,1,0,1,0,0,0,30,0,30
Sikkim,23 - Insult to the Modesty of Women (Section 509 IPC),2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Sikkim,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,23.4 - in Other Places,2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Sikkim,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2,0,2,3,0,3,0,1,1,0,0,0,5,1,6
Sikkim,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,26 - Causing Death by Negligence (Section 304-A IPC),2014,54,1,55,27,0,27,1,0,1,0,0,0,82,1,83
Sikkim,26.1 - Deaths due to negligent driving/act,2014,54,0,54,26,0,26,0,0,0,0,0,0,80,0,80
Sikkim,26.2 - Deaths due to Other Causes,2014,0,1,1,1,0,1,1,0,1,0,0,0,2,1,3
Sikkim,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,29 - Extortion (Section 384 - 389 IPC),2014,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4
Sikkim,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,98,0,98,62,0,62,4,0,4,1,0,1,165,0,165
Sikkim,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sikkim,33 - Unnatural Offences U/s 377 IPC,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Sikkim,34 - Other IPC crimes,2014,110,14,124,152,8,160,13,4,17,0,0,0,275,26,301
Sikkim,35 - Total Cognizable IPC crimes,2014,1054,63,1117,769,37,806,91,16,107,11,0,11,1925,116,2041
Tamil Nadu,1 - Murder (Section 302 IPC),2014,1538,52,1590,1736,154,1890,616,42,658,63,3,66,3953,251,4204
Tamil Nadu,2 - Attempt to commit Murder (Section 307 IPC),2014,2207,57,2264,2473,132,2605,1266,44,1310,110,2,112,6056,235,6291
Tamil Nadu,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,4,2,6,43,4,47,11,1,12,1,0,1,59,7,66
Tamil Nadu,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5 - Rape (Section 376 IPC),2014,428,4,432,241,17,258,55,7,62,0,0,0,724,28,752
Tamil Nadu,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil Nadu,5.2 - Rape other than Custodial,2014,428,4,432,241,17,258,55,7,62,0,0,0,724,28,752
Tamil Nadu,5.2.1 - Gang Rape,2014,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
Tamil Nadu,5.2.2 - Other Rape,2014,422,4,426,241,17,258,55,7,62,0,0,0,718,28,746
Tamil Nadu,6 - Attempt to commit Rape (Section 376/511 IPC),2014,14,0,14,3,0,3,1,0,1,0,0,0,18,0,18
Tamil Nadu,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,950,21,971,723,49,772,199,15,214,2,0,2,1874,85,1959
Tamil Nadu,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,159,5,164,142,19,161,37,0,37,0,0,0,338,24,362
