states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
A & N Islands,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,97,0,97,68,1,69,35,0,35,3,0,3,203,1,204
A & N Islands,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,33 - Unnatural Offences U/s 377 IPC,2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
A & N Islands,34 - Other IPC crimes,2014,53,22,75,65,13,78,31,6,37,6,1,7,155,42,197
A & N Islands,35 - Total Cognizable IPC crimes,2014,344,31,375,279,30,309,118,10,128,17,4,21,758,75,833
Chandigarh,1 - Murder (Section 302 IPC),2014,20,2,22,15,3,18,5,0,5,0,0,0,40,5,45
Chandigarh,2 - Attempt to commit Murder (Section 307 IPC),2014,24,0,24,34,0,34,13,0,13,0,0,0,71,0,71
Chandigarh,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,5,0,5,4,0,4,2,0,2,0,0,0,11,0,11
Chandigarh,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,11,0,11,9,1,10,3,0,3,0,0,0,23,1,24
Chandigarh,5 - Rape (Section 376 IPC),2014,29,2,31,21,1,22,9,0,9,1,0,1,60,3,63
Chandigarh,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,5.2 - Rape other than Custodial,2014,29,2,31,21,1,22,9,0,9,1,0,1,60,3,63
Chandigarh,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,5.2.2 - Other Rape,2014,29,2,31,21,1,22,9,0,9,1,0,1,60,3,63
Chandigarh,6 - Attempt to commit Rape (Section 376/511 IPC),2014,1,0,1,2,0,2,1,0,1,0,0,0,4,0,4
Chandigarh,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,29,2,31,24,2,26,7,0,7,0,0,0,60,4,64
Chandigarh,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,5,1,6,6,0,6,2,0,2,0,0,0,13,1,14
Chandigarh,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
Chandigarh,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,17,1,18,13,0,13,4,0,4,0,0,0,34,1,35
Chandigarh,7.5 - Other Kidnapping,2014,5,0,5,3,2,5,1,0,1,0,0,0,9,2,11
Chandigarh,"8 - Dacoity (Section 395,396-398 IPC)",2014,12,0,12,7,0,7,0,0,0,0,0,0,19,0,19
Chandigarh,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,8.2 - Other Dacoity,2014,12,0,12,7,0,7,0,0,0,0,0,0,19,0,19
Chandigarh,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,12,0,12,7,0,7,0,0,0,0,0,0,19,0,19
Chandigarh,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,53,0,53,42,0,42,32,0,32,0,0,0,127,0,127
Chandigarh,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,52,3,55,54,3,57,22,0,22,0,0,0,128,6,134
Chandigarh,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,23,2,25,26,2,28,14,0,14,0,0,0,63,4,67
Chandigarh,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,29,1,30,28,1,29,8,0,8,0,0,0,65,2,67
Chandigarh,12 - Theft (Section 379 to 382 IPC),2014,288,17,305,193,15,208,93,0,93,0,0,0,574,32,606
Chandigarh,12.1 - Auto Theft,2014,132,0,132,84,0,84,52,0,52,0,0,0,268,0,268
Chandigarh,12.2 - Other Thefts,2014,156,17,173,109,15,124,41,0,41,0,0,0,306,32,338
Chandigarh,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,51,4,55,30,2,32,9,0,9,0,0,0,90,6,96
Chandigarh,14.1 - Communal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.3 - Political,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.6 - Students,2014,18,0,18,0,0,0,0,0,0,0,0,0,18,0,18
Chandigarh,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.8 - Other Riots,2014,33,4,37,30,2,32,9,0,9,0,0,0,72,6,78
Chandigarh,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,14,0,14,12,0,12,2,0,2,0,0,0,28,0,28
Chandigarh,16 - Cheating (Section 420 IPC),2014,67,0,67,96,3,99,46,3,49,0,0,0,209,6,215
Chandigarh,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Chandigarh,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,19 - Arson (Section 435-436 & 438 IPC),2014,7,0,7,5,1,6,2,0,2,0,0,0,14,1,15
Chandigarh,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,24,0,24,16,1,17,4,0,4,0,0,0,44,1,45
Chandigarh,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,24,0,24,16,1,17,4,0,4,0,0,0,44,1,45
Chandigarh,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,21 - Dowry Deaths (Section 304-B IPC),2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
Chandigarh,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,62,0,62,42,0,42,13,0,13,0,0,0,117,0,117
Chandigarh,22.1 - Sexual Harassment (Section 354A IPC),2014,18,0,18,14,0,14,7,0,7,0,0,0,39,0,39
Chandigarh,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
Chandigarh,22.3 - Voyeurism (Section 354C IPC),2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Chandigarh,22.4 - Stalking (Section 354D IPC),2014,7,0,7,5,0,5,0,0,0,0,0,0,12,0,12
Chandigarh,22.5 - Others,2014,32,0,32,21,0,21,6,0,6,0,0,0,59,0,59
Chandigarh,23 - Insult to the Modesty of Women (Section 509 IPC),2014,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Chandigarh,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,23.2 - Places related to work other than Office,2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
Chandigarh,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,23.4 - in Other Places,2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Chandigarh,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,63,0,63,37,3,40,21,6,27,0,0,0,121,9,130
Chandigarh,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,26 - Causing Death by Negligence (Section 304-A IPC),2014,33,0,33,21,1,22,12,0,12,0,0,0,66,1,67
Chandigarh,26.1 - Deaths due to negligent driving/act,2014,28,0,28,21,1,22,12,0,12,0,0,0,61,1,62
Chandigarh,26.2 - Deaths due to Other Causes,2014,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Chandigarh,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,29 - Extortion (Section 384 - 389 IPC),2014,5,0,5,3,1,4,0,0,0,0,0,0,8,1,9
Chandigarh,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,98,6,104,83,5,88,32,0,32,0,0,0,213,11,224
Chandigarh,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,33 - Unnatural Offences U/s 377 IPC,2014,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3
Chandigarh,34 - Other IPC crimes,2014,227,11,238,209,9,218,140,7,147,0,0,0,576,27,603
Chandigarh,35 - Total Cognizable IPC crimes,2014,1195,47,1242,970,51,1021,468,16,484,1,0,1,2634,114,2748
D&N Haveli,1 - Murder (Section 302 IPC),2014,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3
D&N Haveli,2 - Attempt to commit Murder (Section 307 IPC),2014,7,0,7,3,1,4,0,0,0,0,0,0,10,1,11
D&N Haveli,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
D&N Haveli,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5 - Rape (Section 376 IPC),2014,4,1,5,0,0,0,0,0,0,0,0,0,4,1,5
D&N Haveli,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.2 - Rape other than Custodial,2014,4,1,5,0,0,0,0,0,0,0,0,0,4,1,5
D&N Haveli,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.2.2 - Other Rape,2014,4,1,5,0,0,0,0,0,0,0,0,0,4,1,5
D&N Haveli,6 - Attempt to commit Rape (Section 376/511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,14,0,14,6,0,6,2,0,2,0,0,0,22,0,22
D&N Haveli,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,14,0,14,6,0,6,2,0,2,0,0,0,22,0,22
D&N Haveli,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
