states_uts,crime_head,year,18_and_above_and_below_30_years_male,18_and_above_and_below_30_years_female,18_and_above_and_below_30_years_total,30_and_above_and_below_45_years_male,30_and_above_and_below_45_years_female,30_and_above_and_below_45_years_total,45_and_above_and_below_60_years_male,45_and_above_and_below_60_years_female,45_and_above_and_below_60_years_total,60_years_and_above_male,60_years_and_above_female,60_years_and_above_total,total_male,total_female,total_persons_arrested_by_age_and_sex
D&N Haveli,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,7.5 - Other Kidnapping,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"8 - Dacoity (Section 395,396-398 IPC)",2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
D&N Haveli,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,8.2 - Other Dacoity,2014,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
D&N Haveli,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
D&N Haveli,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,18,0,18,8,0,8,0,0,0,0,0,0,26,0,26
D&N Haveli,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6
D&N Haveli,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,12,0,12,8,0,8,0,0,0,0,0,0,20,0,20
D&N Haveli,12 - Theft (Section 379 to 382 IPC),2014,46,0,46,15,0,15,0,0,0,0,0,0,61,0,61
D&N Haveli,12.1 - Auto Theft,2014,6,0,6,1,0,1,0,0,0,0,0,0,7,0,7
D&N Haveli,12.2 - Other Thefts,2014,40,0,40,14,0,14,0,0,0,0,0,0,54,0,54
D&N Haveli,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,28,0,28,15,1,16,6,1,7,0,0,0,49,2,51
D&N Haveli,14.1 - Communal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.3 - Political,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.6 - Students,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.8 - Other Riots,2014,28,0,28,15,1,16,6,1,7,0,0,0,49,2,51
D&N Haveli,15 - Criminal Breach of Trust (Section 406 to 409 IPC),2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
D&N Haveli,16 - Cheating (Section 420 IPC),2014,5,0,5,16,1,17,1,0,1,0,0,0,22,1,23
D&N Haveli,"17 - Forgery (Section 465, 468 & 471 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"18 - Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
D&N Haveli,"18.1 - Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.2 - Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.3 - Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
D&N Haveli,18.3.1 - Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.3.2 - Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2
D&N Haveli,18.3.3 - Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.3.4 - Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,18.3.5 - Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,19 - Arson (Section 435-436 & 438 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"20 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,20,2,22,5,2,7,2,0,2,0,0,0,27,4,31
D&N Haveli,20.1 - Grievous Hurt (Section 325 & 326 IPC),2014,20,2,22,5,2,7,2,0,2,0,0,0,27,4,31
D&N Haveli,20.2 - Acid attack (Section 326A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,20.3 - Attempt to Acid Attack (Section 326B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,21 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,22 - Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
D&N Haveli,22.1 - Sexual Harassment (Section 354A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,22.2 - Assault on women with intent to Disrobe (Section 354B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,22.3 - Voyeurism (Section 354C IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,22.4 - Stalking (Section 354D IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,22.5 - Others,2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
D&N Haveli,23 - Insult to the Modesty of Women (Section 509 IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
D&N Haveli,23.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,23.2 - Places related to work other than Office,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,23.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,23.4 - in Other Places,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
D&N Haveli,24 - Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2,0,2,2,1,3,0,0,0,0,0,0,4,1,5
D&N Haveli,25 - Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,26 - Causing Death by Negligence (Section 304-A IPC),2014,25,0,25,27,0,27,8,0,8,0,0,0,60,0,60
D&N Haveli,26.1 - Deaths due to negligent driving/act,2014,24,0,24,17,0,17,4,0,4,0,0,0,45,0,45
D&N Haveli,26.2 - Deaths due to Other Causes,2014,1,0,1,10,0,10,4,0,4,0,0,0,15,0,15
D&N Haveli,"27 - Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,27.1 - Sedition (Section 124A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,27.2 - Other offences against State,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,28 - Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,28.1 - Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,28.2 - Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,29 - Extortion (Section 384 - 389 IPC),2014,13,0,13,1,2,3,1,0,1,0,0,0,15,2,17
D&N Haveli,30 - Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,31 - Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,17,0,17,14,0,14,2,0,2,0,0,0,33,0,33
D&N Haveli,32 - Human Trafficking (Section 370 & 370A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,33 - Unnatural Offences U/s 377 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,34 - Other IPC crimes,2014,8,0,8,19,1,20,6,0,6,0,0,0,33,1,34
D&N Haveli,35 - Total Cognizable IPC crimes,2014,224,3,227,135,9,144,28,1,29,0,0,0,387,13,400
Daman & Diu,1 - Murder (Section 302 IPC),2014,11,0,11,7,0,7,2,0,2,0,0,0,20,0,20
Daman & Diu,2 - Attempt to commit Murder (Section 307 IPC),2014,5,0,5,4,0,4,1,0,1,1,0,1,11,0,11
Daman & Diu,3 - Culpable Homicide not amounting to Murder (Section 304 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,4 - Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5 - Rape (Section 376 IPC),2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Daman & Diu,5.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.1.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.1.2 - Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.2 - Rape other than Custodial,2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Daman & Diu,5.2.1 - Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.2.2 - Other Rape,2014,1,0,1,1,0,1,0,0,0,0,0,0,2,0,2
Daman & Diu,6 - Attempt to commit Rape (Section 376/511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"7 - Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,4,0,4,4,0,4,2,0,2,0,0,0,10,0,10
Daman & Diu,7.1 - Kidnapping & Abduction (Section 363 IPC),2014,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
Daman & Diu,7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.3 - Kidnapping for Ransom (Section 364A IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,7.5 - Other Kidnapping,2014,4,0,4,2,0,2,2,0,2,0,0,0,8,0,8
Daman & Diu,"8 - Dacoity (Section 395,396-398 IPC)",2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Daman & Diu,8.1 - Dacoity with Murder (Section 396 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,8.2 - Other Dacoity,2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Daman & Diu,9 - Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
Daman & Diu,"10 - Robbery (Section 392 to 394, 397 and 398 IPC)",2014,3,0,3,3,0,3,3,0,3,1,0,1,10,0,10
Daman & Diu,11 - Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,22,0,22,3,0,3,0,0,0,0,0,0,25,0,25
Daman & Diu,"11.1 - Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,8,0,8,2,0,2,0,0,0,0,0,0,10,0,10
Daman & Diu,"11.2 - House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,14,0,14,1,0,1,0,0,0,0,0,0,15,0,15
Daman & Diu,12 - Theft (Section 379 to 382 IPC),2014,7,0,7,4,0,4,0,0,0,0,0,0,11,0,11
Daman & Diu,12.1 - Auto Theft,2014,5,0,5,2,0,2,0,0,0,0,0,0,7,0,7
Daman & Diu,12.2 - Other Thefts,2014,2,0,2,2,0,2,0,0,0,0,0,0,4,0,4
Daman & Diu,"13 - Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"14 - Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,28,1,29,7,0,7,1,0,1,0,0,0,36,1,37
Daman & Diu,14.1 - Communal,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.2 - Industrial,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.3 - Political,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.4 - Caste Conflict,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.4.1 - SC/STs Vs. Non-SCs/STs,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.4.2 - Other Caste Riots,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.5 - Agrarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.6 - Students,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.7 - Sectarian,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,14.8 - Other Riots,2014,28,1,29,7,0,7,1,0,1,0,0,0,36,1,37
